cap-shape,cap-color,bruises,stalk-shape,stalk-color-above-ring,stalk-color-below-ring,ring-number,spore-print-color,population,habitat,class
x,n,f,t,p,p,o,w,v,p,p
x,e,f,t,w,p,o,w,v,p,p
f,e,f,t,w,w,o,w,v,l,p
x,e,f,t,w,p,o,w,v,d,p
f,n,f,t,p,w,o,w,v,l,p
x,e,f,t,w,w,o,w,v,l,p
x,n,f,t,w,p,o,w,v,l,p
f,e,f,t,w,w,o,w,v,d,p
x,e,f,t,p,p,o,w,v,d,p
f,n,f,t,w,p,o,w,v,l,p
x,e,f,t,w,p,o,w,v,p,p
f,e,f,t,p,p,o,w,v,d,p
x,e,f,t,p,w,o,w,v,p,p
k,n,f,t,w,w,o,w,v,l,p
f,n,f,t,w,w,o,w,v,l,p
x,e,f,t,p,p,o,w,v,l,p
f,n,f,t,w,w,o,w,v,p,p
x,e,f,t,p,w,o,w,v,d,p
f,e,f,t,p,p,o,w,v,d,p
x,g,f,e,w,w,t,w,s,g,e
x,e,f,t,w,w,o,w,v,p,p
f,n,f,t,p,p,o,w,v,l,p
f,n,f,t,p,p,o,w,v,p,p
x,e,f,t,w,w,o,w,v,l,p
x,e,f,t,w,w,o,w,v,l,p
x,e,f,t,w,w,o,w,v,l,p
f,e,f,t,w,w,o,w,v,d,p
b,g,f,e,w,w,t,w,s,g,e
f,n,f,t,w,p,o,w,v,d,p
f,e,f,t,p,p,o,w,v,d,p
f,n,f,t,p,p,o,w,v,d,p
f,n,f,t,p,w,o,w,v,l,p
f,n,f,t,w,p,o,w,v,d,p
x,e,f,t,p,w,o,w,v,d,p
f,n,f,t,w,w,o,w,v,l,p
x,n,f,t,p,p,o,w,v,d,p
f,e,f,t,p,w,o,w,v,d,p
k,g,f,e,w,w,t,w,s,g,e
b,n,f,e,o,o,o,o,c,l,e
f,n,f,t,w,w,o,w,v,l,p
x,n,f,t,p,w,o,w,v,p,p
f,n,f,t,p,p,o,w,v,l,p
f,e,f,t,w,w,o,w,v,l,p
f,n,f,t,p,w,o,w,v,l,p
f,n,f,t,p,p,o,w,v,d,p
f,e,f,t,p,p,o,w,v,p,p
f,e,f,t,p,w,o,w,v,l,p
f,n,f,t,w,p,o,w,v,l,p
x,e,f,t,w,w,o,w,v,d,p
x,w,f,e,w,w,t,w,n,g,e
f,n,f,t,p,p,o,w,v,p,p
x,e,f,t,p,w,o,w,v,l,p
x,n,f,t,p,p,o,w,v,d,p
x,n,f,t,p,p,o,w,v,l,p
x,n,f,t,p,w,o,w,v,d,p
k,n,f,t,p,w,o,w,v,d,p
f,n,f,t,w,p,o,w,v,p,p
x,e,f,t,w,p,o,w,v,p,p
f,n,f,t,p,w,o,w,v,p,p
f,n,f,t,w,w,o,w,v,d,p
x,n,f,t,w,w,o,w,v,l,p
x,n,f,t,p,w,o,w,v,d,p
x,e,f,t,w,w,o,w,v,l,p
f,e,f,t,w,p,o,w,v,d,p
f,e,f,t,w,p,o,w,v,l,p
f,n,f,t,w,p,o,w,v,p,p
x,e,f,t,p,p,o,w,v,l,p
f,e,f,t,w,p,o,w,v,l,p
f,e,f,t,p,p,o,w,v,d,p
f,e,f,t,p,w,o,w,v,l,p
x,e,f,t,w,w,o,w,v,l,p
f,n,f,t,w,w,o,w,v,l,p
f,n,f,t,w,w,o,w,v,l,p
f,n,f,t,p,p,o,w,v,p,p
k,e,f,t,w,w,o,w,v,l,p
f,e,f,t,w,w,o,w,v,l,p
x,e,f,t,p,p,o,w,v,p,p
x,e,f,t,w,w,o,w,v,p,p
f,e,f,t,w,w,o,w,v,l,p
x,e,f,t,w,w,o,w,v,d,p
f,e,f,t,w,p,o,w,v,l,p
f,n,f,t,p,p,o,w,v,d,p
f,e,f,t,p,p,o,w,v,l,p
x,e,f,t,w,w,o,w,v,p,p
x,e,f,t,p,w,o,w,v,d,p
f,e,f,t,p,w,o,w,v,l,p
f,e,f,t,p,w,o,w,v,p,p
x,e,f,t,w,w,o,w,v,p,p
f,e,f,t,w,w,o,w,v,p,p
f,e,f,t,w,w,o,w,v,p,p
f,n,f,t,p,w,o,w,v,l,p
f,e,f,t,p,p,o,w,v,d,p
f,n,f,t,p,w,o,w,v,p,p
k,e,f,t,w,p,o,w,v,l,p
f,n,f,t,p,w,o,w,v,d,p
f,n,f,t,p,p,o,w,v,p,p
f,e,f,t,p,p,o,w,v,l,p
f,e,f,t,w,p,o,w,v,l,p
x,n,f,t,p,p,o,w,v,p,p
k,n,f,t,p,p,o,w,v,p,p
x,e,f,t,w,p,o,w,v,d,p
x,e,f,t,w,p,o,w,v,l,p
x,g,f,e,w,w,t,w,n,g,e
k,n,f,t,p,w,o,w,v,d,p
x,n,f,t,w,p,o,w,v,p,p
f,n,f,t,w,p,o,w,v,p,p
f,n,f,t,w,p,o,w,v,p,p
x,e,f,t,w,w,o,w,v,p,p
f,e,f,t,p,w,o,w,v,l,p
f,e,f,t,w,w,o,w,v,l,p
f,e,f,t,w,p,o,w,v,p,p
f,n,f,t,w,w,o,w,v,l,p
f,e,f,t,p,w,o,w,v,p,p
x,n,f,t,w,p,o,w,v,p,p
f,e,f,t,p,p,o,w,v,l,p
x,e,f,t,w,w,o,w,v,p,p
f,e,f,t,w,p,o,w,v,d,p
f,e,f,t,w,w,o,w,v,p,p
k,e,f,t,p,w,o,w,v,p,p
f,n,f,t,w,w,o,w,v,p,p
k,e,f,t,w,w,o,w,v,d,p
f,e,f,t,p,w,o,w,v,l,p
f,e,f,t,w,w,o,w,v,l,p
f,e,f,t,p,w,o,w,v,l,p
b,n,f,e,o,o,o,o,c,l,e
x,n,f,t,w,w,o,w,v,d,p
f,e,f,t,p,w,o,w,v,l,p
f,n,f,t,w,p,o,w,v,d,p
f,e,f,t,p,w,o,w,v,d,p
f,n,f,t,w,w,o,w,v,p,p
k,n,f,e,c,c,n,w,c,d,p
x,e,f,t,w,w,o,w,v,p,p
f,e,f,t,w,w,o,w,v,l,p
k,n,f,t,w,p,o,w,v,d,p
f,e,f,t,w,p,o,w,v,p,p
k,w,f,e,w,w,t,w,s,g,e
f,n,f,t,p,p,o,w,v,l,p
f,n,f,t,p,w,o,w,v,d,p
f,n,f,t,p,w,o,w,v,p,p
f,n,f,t,w,p,o,w,v,d,p
f,n,f,t,w,w,o,w,v,l,p
f,e,f,t,p,w,o,w,v,p,p
x,e,f,t,w,p,o,w,v,d,p
f,n,f,t,p,p,o,w,v,p,p
x,n,f,t,p,p,o,w,v,p,p
x,e,f,t,p,p,o,w,v,l,p
x,e,f,t,w,w,o,w,v,l,p
f,e,f,t,w,p,o,w,v,d,p
x,n,f,t,p,w,o,w,v,d,p
x,e,f,t,w,p,o,w,v,p,p
f,n,f,t,p,w,o,w,v,l,p
x,n,f,t,p,w,o,w,v,l,p
f,e,f,t,w,p,o,w,v,d,p
x,n,f,t,w,p,o,w,v,d,p
f,e,f,t,p,p,o,w,v,l,p
f,e,f,t,w,w,o,w,v,p,p
f,n,f,t,p,p,o,w,v,l,p
f,n,f,t,w,w,o,w,v,d,p
x,e,f,t,p,w,o,w,v,d,p
k,g,f,e,w,w,t,w,n,g,e
x,e,f,t,p,p,o,w,v,d,p
k,n,f,t,p,p,o,w,v,d,p
k,n,f,t,w,w,o,w,v,d,p
x,e,f,t,p,p,o,w,v,p,p
f,e,f,t,w,p,o,w,v,l,p
f,n,f,t,p,p,o,w,v,l,p
f,e,f,t,w,w,o,w,v,p,p
x,e,f,t,w,w,o,w,v,p,p
f,n,f,t,p,w,o,w,v,d,p
f,e,f,t,p,p,o,w,v,p,p
x,n,f,t,p,w,o,w,v,l,p
x,e,f,t,p,p,o,w,v,p,p
f,e,f,t,p,p,o,w,v,p,p
x,n,f,t,p,p,o,w,v,d,p
f,n,f,t,p,w,o,w,v,p,p
x,n,f,e,o,o,o,y,v,l,e
k,n,f,t,w,p,o,w,v,p,p
f,n,f,t,p,w,o,w,v,l,p
k,e,f,t,w,w,o,w,v,p,p
x,c,t,e,w,w,t,w,y,p,e
b,n,f,e,o,o,o,y,c,l,e
k,g,f,e,w,w,t,w,n,g,e
x,g,f,e,w,w,t,w,s,g,e
x,n,f,t,w,p,o,w,v,d,p
k,e,f,t,w,w,o,w,v,p,p
x,n,f,e,o,o,o,o,c,l,e
k,e,f,t,w,w,o,w,v,d,p
b,y,f,e,y,y,o,w,c,l,p
x,e,f,t,w,w,o,w,v,d,p
b,g,f,e,w,w,t,w,n,g,e
k,e,f,t,w,p,o,w,v,p,p
k,e,f,t,p,p,o,w,v,p,p
f,e,f,t,w,w,o,w,v,d,p
f,n,f,t,p,w,o,w,v,p,p
f,e,f,t,w,p,o,w,v,d,p
k,g,f,e,w,w,t,w,s,g,e
k,n,f,t,w,w,o,w,v,p,p
k,e,f,t,p,p,o,w,v,d,p
f,e,f,t,w,w,o,w,v,l,p
b,g,f,e,w,w,t,w,n,g,e
f,n,f,t,w,w,o,w,v,d,p
f,n,f,t,w,p,o,w,v,p,p
f,n,f,e,o,o,o,n,c,l,e
x,p,t,e,w,w,t,w,y,p,e
f,n,f,t,w,p,o,w,v,d,p
k,e,f,t,w,p,o,w,v,l,p
f,n,f,t,w,p,o,w,v,l,p
b,w,f,e,w,w,t,w,n,g,e
x,e,f,t,p,w,o,w,v,p,p
f,e,f,t,p,p,o,w,v,l,p
f,e,f,t,w,p,o,w,v,l,p
k,n,f,t,p,w,o,w,v,d,p
x,w,f,e,w,w,t,w,s,g,e
b,w,f,e,w,w,t,w,n,g,e
k,e,f,t,w,w,o,w,v,l,p
f,n,f,t,w,w,o,w,v,l,p
f,n,t,e,w,w,t,w,v,p,e
k,n,f,t,p,p,o,w,v,d,p
k,n,f,t,w,p,o,w,v,l,p
f,n,f,t,w,p,o,w,v,l,p
f,e,f,e,c,c,n,w,c,d,p
x,e,f,t,w,p,o,w,v,d,p
k,e,f,t,p,p,o,w,v,p,p
x,n,f,t,p,p,o,w,v,l,p
k,e,f,t,w,w,o,w,v,l,p
k,n,f,t,w,p,o,w,v,l,p
f,e,f,t,w,w,o,w,v,p,p
x,w,f,e,w,w,t,w,s,g,e
k,n,f,t,w,w,o,w,v,d,p
f,n,f,t,p,p,o,w,v,p,p
k,e,f,t,p,p,o,w,v,d,p
k,e,f,t,w,w,o,w,v,l,p
k,n,f,t,p,p,o,w,v,l,p
k,w,f,e,w,w,t,w,s,g,e
k,n,f,t,p,p,o,w,v,p,p
k,n,f,t,p,p,o,w,v,l,p
k,n,f,t,w,w,o,w,v,l,p
k,e,f,t,w,w,o,w,v,d,p
x,n,f,t,w,p,o,w,v,l,p
x,e,f,t,p,p,o,w,v,l,p
f,e,f,t,p,w,o,w,v,p,p
k,n,f,t,p,p,o,w,v,d,p
b,n,f,e,n,n,t,w,y,d,e
f,n,f,t,p,w,o,w,v,p,p
k,e,f,t,p,w,o,w,v,d,p
x,n,f,e,n,n,t,w,y,d,e
f,n,f,t,w,p,o,w,v,d,p
k,n,f,t,w,w,o,w,v,l,p
f,n,f,t,w,w,o,w,v,p,p
x,n,f,t,p,p,o,w,v,p,p
k,w,f,e,w,w,t,w,s,g,e
f,e,f,t,w,w,o,w,v,d,p
x,e,f,t,p,w,o,w,v,p,p
x,n,f,t,w,w,o,w,v,l,p
f,n,f,t,w,w,o,w,v,p,p
k,n,f,t,w,w,o,w,v,l,p
k,e,f,t,w,w,o,w,v,p,p
k,e,f,t,p,w,o,w,v,l,p
x,e,f,t,w,p,o,w,v,d,p
b,n,f,e,n,n,t,w,y,p,e
k,e,f,t,p,w,o,w,v,p,p
x,n,f,t,w,w,o,w,v,p,p
x,e,f,t,w,w,o,w,v,p,p
f,e,f,t,p,p,o,w,v,l,p
b,n,f,e,o,o,o,n,c,l,e
k,g,f,e,w,w,t,w,n,g,e
k,e,f,e,c,c,n,w,c,d,p
k,e,f,t,w,p,o,w,v,l,p
f,e,f,t,p,p,o,w,v,d,p
k,n,f,e,o,o,o,o,c,l,e
f,e,f,t,p,w,o,w,v,d,p
k,e,f,t,w,p,o,w,v,d,p
k,w,f,e,w,w,t,w,s,g,e
x,g,f,e,w,w,t,w,s,g,e
k,n,f,e,o,o,o,o,v,l,e
k,e,f,t,w,w,o,w,v,d,p
k,n,f,t,w,p,o,w,v,l,p
k,e,f,t,w,w,o,w,v,p,p
x,w,f,e,w,w,t,w,s,g,e
k,w,f,e,w,w,t,w,n,g,e
k,w,f,e,w,w,t,w,s,g,e
k,e,f,t,p,w,o,w,v,l,p
x,e,f,t,p,w,o,w,v,p,p
k,g,f,e,w,w,t,w,s,g,e
x,w,f,e,w,w,t,w,s,g,e
k,e,f,t,w,w,o,w,v,d,p
b,w,f,e,w,w,t,w,s,g,e
k,e,f,t,w,p,o,w,v,p,p
f,n,f,t,w,w,o,w,v,p,p
f,n,f,t,p,p,o,w,v,d,p
k,g,f,e,w,w,t,w,s,g,e
x,w,f,e,w,w,t,w,n,g,e
f,e,f,t,w,p,o,w,v,p,p
x,e,f,t,w,w,o,w,v,d,p
x,w,f,e,w,w,t,w,s,g,e
k,w,f,e,w,w,t,w,n,g,e
f,e,f,t,p,w,o,w,v,d,p
f,g,t,e,w,w,t,w,v,p,e
k,e,f,t,w,p,o,w,v,d,p
x,n,f,t,w,p,o,w,v,p,p
k,n,f,e,o,o,o,b,c,l,e
x,n,f,e,o,o,o,n,c,l,e
k,e,f,t,w,w,o,w,v,l,p
x,e,f,t,p,w,o,w,v,d,p
x,n,f,t,w,p,o,w,v,d,p
k,e,f,t,w,w,o,w,v,d,p
x,n,f,t,w,w,o,w,v,l,p
k,w,f,e,w,w,t,w,n,g,e
k,n,f,e,o,o,o,n,c,l,e
k,c,f,e,c,c,n,w,c,d,p
x,g,f,e,w,w,t,w,s,g,e
x,n,f,e,o,o,o,o,v,l,e
x,n,f,e,o,o,o,b,v,l,e
k,e,f,t,w,p,o,w,v,p,p
k,w,f,e,w,w,t,w,n,g,e
x,g,f,e,w,w,t,w,s,g,e
f,n,f,e,o,o,o,n,v,l,e
k,n,f,t,w,p,o,w,v,d,p
k,n,f,t,p,w,o,w,v,l,p
f,n,f,t,w,w,o,w,v,d,p
f,e,f,t,w,p,o,w,v,p,p
k,g,f,e,w,w,t,w,n,g,e
f,e,f,t,w,p,o,w,v,d,p
f,n,f,t,w,p,o,w,v,p,p
k,e,f,t,p,p,o,w,v,l,p
k,g,f,e,w,w,t,w,s,g,e
b,n,f,e,o,o,o,y,c,l,e
k,n,f,t,w,w,o,w,v,l,p
x,n,f,t,p,p,o,w,v,p,p
b,n,f,e,o,o,o,o,v,l,e
k,n,f,t,w,w,o,w,v,d,p
k,n,f,t,p,w,o,w,v,p,p
k,e,f,t,w,w,o,w,v,l,p
f,e,f,t,w,p,o,w,v,p,p
x,e,f,t,p,p,o,w,v,p,p
x,e,f,t,w,w,o,w,v,d,p
x,n,f,t,p,w,o,w,v,d,p
k,n,f,t,w,w,o,w,v,d,p
x,p,t,e,w,w,t,w,y,p,e
f,e,f,t,w,p,o,w,v,d,p
x,n,f,e,c,c,n,w,c,d,p
k,n,f,t,w,w,o,w,v,l,p
k,g,f,e,w,w,t,w,s,g,e
k,n,f,t,p,w,o,w,v,d,p
f,n,f,t,p,w,o,w,v,p,p
k,n,f,t,p,w,o,w,v,p,p
k,e,f,t,p,w,o,w,v,d,p
f,e,f,t,p,w,o,w,v,d,p
f,c,t,e,w,w,t,w,y,p,e
f,n,f,t,p,w,o,w,v,l,p
k,e,f,t,w,p,o,w,v,d,p
x,e,f,t,p,p,o,w,v,l,p
f,e,f,t,p,p,o,w,v,l,p
x,n,f,t,p,w,o,w,v,p,p
f,n,f,e,o,o,o,n,c,l,e
f,e,f,t,p,p,o,w,v,d,p
x,e,f,t,p,w,o,w,v,p,p
x,e,f,t,w,w,o,w,v,d,p
x,e,f,t,p,p,o,w,v,p,p
k,e,f,t,p,p,o,w,v,l,p
x,e,f,t,w,p,o,w,v,l,p
b,g,f,e,w,w,t,w,s,g,e
k,e,f,t,p,w,o,w,v,p,p
k,e,f,t,p,w,o,w,v,l,p
k,g,f,e,w,w,t,w,n,g,e
f,n,f,e,o,o,o,n,v,l,e
f,n,f,e,c,c,n,w,c,d,p
k,e,f,t,w,p,o,w,v,d,p
f,n,f,t,w,w,o,w,v,l,p
k,n,f,t,w,p,o,w,v,p,p
k,e,f,t,w,p,o,w,v,l,p
k,n,f,t,w,w,o,w,v,p,p
k,n,f,t,w,p,o,w,v,l,p
x,g,f,e,w,w,t,w,n,g,e
k,e,f,t,w,p,o,w,v,p,p
x,c,f,e,c,c,n,w,c,d,p
k,e,f,t,w,p,o,w,v,p,p
k,e,f,t,p,w,o,w,v,l,p
b,w,f,e,w,w,t,w,s,g,e
k,n,f,t,p,w,o,w,v,d,p
x,e,f,t,p,p,o,w,v,p,p
f,n,f,t,p,w,o,w,v,l,p
f,e,f,t,p,p,o,w,v,p,p
k,e,f,t,p,w,o,w,v,d,p
k,e,f,t,w,p,o,w,v,d,p
b,w,f,e,w,w,t,w,n,g,e
k,n,f,e,c,c,n,w,c,d,p
f,e,f,t,p,w,o,w,v,d,p
k,n,f,t,w,p,o,w,v,p,p
k,n,f,t,w,p,o,w,v,p,p
x,e,f,t,w,w,o,w,v,l,p
x,g,t,e,w,w,t,w,v,p,e
f,n,f,t,p,w,o,w,v,d,p
k,e,f,t,w,w,o,w,v,p,p
k,w,f,e,w,w,t,w,n,g,e
x,n,f,t,p,p,o,w,v,d,p
k,n,f,t,p,w,o,w,v,d,p
x,e,f,t,p,w,o,w,v,d,p
k,w,f,e,w,w,t,w,n,g,e
f,n,f,t,w,p,o,w,v,p,p
k,e,f,t,w,p,o,w,v,p,p
k,e,f,t,w,w,o,w,v,p,p
f,e,f,t,p,p,o,w,v,l,p
f,n,f,e,o,o,o,y,v,l,e
f,n,f,t,p,w,o,w,v,d,p
k,e,f,t,p,w,o,w,v,d,p
k,e,f,t,w,w,o,w,v,d,p
k,e,f,t,p,w,o,w,v,l,p
b,n,f,e,o,o,o,b,v,l,e
k,g,f,e,w,w,t,w,s,g,e
x,n,f,e,o,o,o,n,v,l,e
x,g,f,e,w,w,t,w,n,g,e
k,e,f,t,w,p,o,w,v,d,p
f,e,f,t,w,p,o,w,v,d,p
k,n,f,t,p,w,o,w,v,d,p
k,n,f,t,p,w,o,w,v,p,p
b,w,f,e,w,w,t,w,n,g,e
f,n,f,t,p,p,o,w,v,d,p
b,g,f,e,w,w,t,w,n,g,e
x,n,f,t,w,w,o,w,v,d,p
x,e,f,t,w,w,o,w,v,l,p
f,c,f,e,c,c,n,w,c,d,p
f,n,f,t,w,p,o,w,v,d,p
x,e,f,t,p,w,o,w,v,l,p
f,n,f,t,w,w,o,w,v,l,p
f,e,f,t,w,p,o,w,v,p,p
f,e,f,t,w,p,o,w,v,l,p
x,e,f,t,w,w,o,w,v,d,p
k,g,f,e,w,w,t,w,s,g,e
x,e,f,t,p,w,o,w,v,p,p
k,n,f,t,w,p,o,w,v,l,p
k,e,f,t,w,p,o,w,v,l,p
x,n,f,t,w,p,o,w,v,p,p
b,g,f,e,w,w,t,w,n,g,e
x,n,f,t,w,p,o,w,v,l,p
f,e,f,t,w,w,o,w,v,d,p
k,n,f,t,p,w,o,w,v,d,p
b,g,f,e,w,w,t,w,s,g,e
x,n,f,t,p,p,o,w,v,p,p
f,e,f,t,w,w,o,w,v,p,p
f,e,f,t,p,w,o,w,v,d,p
f,n,f,e,c,c,n,w,c,d,p
b,g,f,e,w,w,t,w,s,g,e
f,e,f,t,p,p,o,w,v,p,p
k,n,f,t,p,p,o,w,v,l,p
k,g,f,e,w,w,t,w,n,g,e
k,n,f,t,p,p,o,w,v,l,p
x,e,f,t,p,p,o,w,v,l,p
b,n,f,e,o,o,o,y,c,l,e
k,n,f,t,p,w,o,w,v,l,p
f,n,f,t,w,w,o,w,v,l,p
x,n,f,e,o,o,o,b,c,l,e
k,n,f,t,p,w,o,w,v,l,p
k,n,f,t,p,p,o,w,v,d,p
k,n,f,t,p,p,o,w,v,p,p
k,n,f,t,p,w,o,w,v,p,p
f,c,t,e,w,w,t,w,y,p,e
f,n,f,e,o,o,o,n,c,l,e
b,w,f,e,w,w,t,w,n,g,e
k,e,f,t,p,p,o,w,v,p,p
b,g,f,e,w,w,t,w,n,g,e
k,e,f,t,p,w,o,w,v,p,p
k,n,f,t,w,w,o,w,v,d,p
x,n,f,e,o,o,o,y,c,l,e
x,e,f,t,w,w,o,w,v,p,p
x,n,f,t,p,p,o,w,v,d,p
f,e,f,t,w,w,o,w,v,l,p
f,e,f,t,p,p,o,w,v,p,p
x,e,f,t,p,p,o,w,v,p,p
k,e,f,t,w,w,o,w,v,d,p
k,n,f,e,n,n,t,w,y,d,e
f,e,f,t,w,w,o,w,v,d,p
k,n,f,t,p,w,o,w,v,p,p
f,n,f,t,w,w,o,w,v,p,p
f,e,f,t,p,p,o,w,v,d,p
k,g,f,e,w,w,t,w,n,g,e
k,n,f,t,w,p,o,w,v,d,p
b,w,f,e,w,w,t,w,s,g,e
k,e,f,t,p,w,o,w,v,l,p
x,g,f,e,w,w,t,w,n,g,e
k,n,f,e,o,o,o,y,c,l,e
k,e,f,t,w,p,o,w,v,p,p
k,n,f,t,w,p,o,w,v,l,p
k,g,f,e,w,w,t,w,n,g,e
x,n,f,t,p,p,o,w,v,l,p
k,n,f,t,w,p,o,w,v,l,p
x,w,f,e,w,w,t,w,n,g,e
k,e,f,t,p,w,o,w,v,p,p
k,e,f,t,p,p,o,w,v,l,p
k,e,f,t,p,w,o,w,v,l,p
k,e,f,t,w,w,o,w,v,p,p
k,n,f,t,p,w,o,w,v,p,p
k,g,f,e,w,w,t,w,n,g,e
k,n,f,t,p,p,o,w,v,p,p
k,e,f,t,w,p,o,w,v,l,p
x,g,f,e,w,w,t,w,n,g,e
f,n,f,e,o,o,o,y,v,l,e
k,g,f,e,w,w,t,w,n,g,e
x,e,f,t,w,p,o,w,v,p,p
k,n,f,t,w,w,o,w,v,d,p
k,n,f,t,w,p,o,w,v,p,p
x,g,f,e,w,w,t,w,s,g,e
k,e,f,t,p,p,o,w,v,p,p
f,n,f,e,o,o,o,y,v,l,e
k,w,f,e,w,w,t,w,n,g,e
f,e,f,e,c,c,n,w,c,d,p
b,g,f,e,w,w,t,w,s,g,e
f,n,f,t,w,w,o,w,v,p,p
b,n,f,e,o,o,o,b,c,l,e
b,g,f,e,w,w,t,w,n,g,e
k,n,f,e,o,o,o,y,c,l,e
b,g,f,e,w,w,t,w,n,g,e
k,n,f,t,w,w,o,w,v,l,p
k,n,f,t,p,w,o,w,v,p,p
f,n,f,e,o,o,o,o,c,l,e
k,e,f,t,p,p,o,w,v,p,p
f,e,f,t,w,p,o,w,v,p,p
k,n,f,t,p,p,o,w,v,l,p
k,n,f,t,w,p,o,w,v,l,p
b,n,f,e,o,o,o,y,v,l,e
k,g,f,e,w,w,t,w,s,g,e
b,n,f,e,o,o,o,o,c,l,e
k,n,f,t,p,w,o,w,v,l,p
k,e,f,t,w,p,o,w,v,l,p
k,e,f,t,p,p,o,w,v,p,p
k,n,f,t,p,p,o,w,v,l,p
f,n,f,e,o,o,o,n,c,l,e
k,e,f,t,w,w,o,w,v,d,p
x,n,f,e,o,o,o,o,v,l,e
k,n,f,t,w,p,o,w,v,d,p
k,w,f,e,w,w,t,w,s,g,e
k,e,f,t,w,p,o,w,v,d,p
k,n,f,t,p,w,o,w,v,d,p
k,g,f,e,w,w,t,w,s,g,e
f,n,f,t,p,w,o,w,v,p,p
x,g,f,e,w,w,t,w,n,g,e
k,n,f,t,p,w,o,w,v,p,p
f,e,f,t,p,p,o,w,v,d,p
x,w,f,e,w,w,t,w,n,g,e
k,n,f,t,w,w,o,w,v,l,p
f,n,f,e,c,c,n,w,c,d,p
b,g,f,e,w,w,t,w,n,g,e
k,e,f,t,w,p,o,w,v,p,p
x,e,f,t,p,p,o,w,v,d,p
k,e,f,t,w,p,o,w,v,l,p
k,g,f,e,w,w,t,w,n,g,e
k,w,f,e,w,w,t,w,s,g,e
k,e,f,t,w,w,o,w,v,d,p
k,g,f,e,w,w,t,w,n,g,e
k,n,f,t,p,w,o,w,v,d,p
k,n,f,t,p,w,o,w,v,l,p
k,w,f,e,w,w,t,w,s,g,e
k,e,f,t,p,w,o,w,v,l,p
b,w,f,e,w,w,t,w,s,g,e
k,n,f,t,p,p,o,w,v,d,p
x,w,f,e,w,w,t,w,n,g,e
b,n,f,e,o,o,o,n,v,l,e
k,n,f,t,w,p,o,w,v,d,p
k,e,f,t,p,w,o,w,v,p,p
x,w,f,e,w,w,t,w,n,g,e
x,e,f,e,c,c,n,w,c,d,p
k,e,f,t,p,w,o,w,v,p,p
k,n,f,t,w,w,o,w,v,l,p
k,n,f,t,p,w,o,w,v,p,p
k,e,f,t,w,w,o,w,v,d,p
k,n,f,e,o,o,o,b,c,l,e
k,n,f,t,p,w,o,w,v,l,p
f,n,f,e,n,n,t,w,y,d,e
k,g,f,e,w,w,t,w,n,g,e
f,e,f,t,w,p,o,w,v,l,p
k,y,f,e,y,y,o,w,c,l,p
k,e,f,t,p,w,o,w,v,p,p
k,e,f,t,p,p,o,w,v,l,p
k,e,f,t,p,p,o,w,v,l,p
b,n,f,e,o,o,o,n,c,l,e
x,g,t,e,w,w,t,w,y,p,e
k,g,f,e,w,w,t,w,n,g,e
f,e,f,t,p,w,o,w,v,p,p
k,e,f,t,w,w,o,w,v,p,p
k,e,f,t,w,w,o,w,v,l,p
b,w,f,e,w,w,t,w,n,g,e
f,n,f,e,o,o,o,o,c,l,e
k,n,f,t,w,w,o,w,v,p,p
k,e,f,t,p,w,o,w,v,d,p
x,w,f,e,w,w,t,w,s,g,e
k,e,f,t,w,w,o,w,v,l,p
x,w,f,e,w,w,t,w,s,g,e
k,e,f,t,w,p,o,w,v,l,p
k,n,f,t,w,w,o,w,v,p,p
x,g,f,e,w,w,t,w,n,g,e
x,w,f,e,w,w,t,w,n,g,e
k,n,f,t,w,w,o,w,v,d,p
k,n,f,t,w,p,o,w,v,l,p
k,e,f,t,p,w,o,w,v,d,p
b,w,f,e,w,w,t,w,n,g,e
f,n,f,t,p,w,o,w,v,p,p
k,e,f,t,p,w,o,w,v,d,p
k,n,f,t,p,p,o,w,v,l,p
x,n,f,e,c,c,n,w,c,d,p
k,n,f,t,w,p,o,w,v,l,p
f,n,f,e,o,o,o,y,c,l,e
x,e,f,t,p,w,o,w,v,d,p
f,n,f,e,o,o,o,y,v,l,e
b,w,f,e,w,w,t,w,n,g,e
b,g,f,e,w,w,t,w,n,g,e
k,e,f,t,w,p,o,w,v,l,p
k,n,f,t,w,w,o,w,v,d,p
k,e,f,t,p,w,o,w,v,p,p
k,e,f,t,p,p,o,w,v,d,p
b,w,f,e,w,w,t,w,s,g,e
k,g,f,e,w,w,t,w,n,g,e
f,e,f,e,c,c,n,w,c,d,p
k,n,f,t,w,p,o,w,v,d,p
k,n,f,t,p,p,o,w,v,p,p
f,e,f,t,w,w,o,w,v,d,p
x,n,f,t,p,p,o,w,v,d,p
k,n,f,t,p,p,o,w,v,p,p
k,c,f,e,c,c,n,w,c,d,p
k,n,f,t,p,w,o,w,v,d,p
k,w,f,e,w,w,t,w,n,g,e
f,n,f,t,w,p,o,w,v,l,p
b,g,f,e,w,w,t,w,s,g,e
f,e,f,t,w,w,o,w,v,d,p
k,e,f,t,p,p,o,w,v,l,p
k,g,f,e,w,w,t,w,s,g,e
x,g,f,e,w,w,t,w,s,g,e
k,e,f,t,w,p,o,w,v,l,p
k,n,f,e,o,o,o,y,c,l,e
f,p,t,e,w,w,t,w,y,p,e
b,w,f,e,w,w,t,w,n,g,e
f,n,f,t,p,w,o,w,v,l,p
f,e,f,t,w,p,o,w,v,p,p
k,e,f,t,p,p,o,w,v,l,p
